Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5,Total,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating,time_of_day,day_name,month_name
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.61999893,4,6.524000168,137.0039978,1/29/2019,12:00.0,Cash,130.4799957,4.761904716,6.524000168,9,Afternoon,Tuesday,January
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.90999985,8,23.16399956,486.4440002,2/7/2019,06:00.0,Cash,463.2799988,4.761904716,23.16399956,8.100000381,Afternoon,Thursday,February
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18000031,8,4.072000027,85.51200104,3/30/2019,51:00.0,Credit card,81.44000244,4.761904716,4.072000027,9.5,Afternoon,Saturday,March
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.72999954,7,19.15550041,402.2655029,3/14/2019,02:00.0,Credit card,383.1099854,4.761904716,19.15550041,8.5,Evening,Thursday,March
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.37999725,4,15.67599964,329.1960144,3/24/2019,56:00.0,Cash,313.519989,4.761904716,15.67599964,7.900000095,Evening,Sunday,March
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61000061,6,9.182999611,192.8430023,3/12/2019,36:00.0,Cash,183.6600037,4.761904716,9.182999611,9.300000191,Evening,Tuesday,March
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86000061,5,7.215000153,151.5149994,1/22/2019,08:00.0,Credit card,144.3000031,4.761904716,7.215000153,8,Evening,Tuesday,January
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.31999969,9,23.09399986,484.973999,3/14/2019,33:00.0,Cash,461.8800049,4.761904716,23.09399986,5.599999905,Evening,Thursday,March
123-19-1176,A,Yangon,Member,Male,Health and beauty,58.22000122,8,23.28800011,489.0480042,1/27/2019,33:00.0,Ewallet,465.7600098,4.761904716,23.28800011,8.399999619,Evening,Sunday,January
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.65999985,9,20.99699974,440.9370117,2/17/2019,11:00.0,Ewallet,419.9400024,4.761904716,20.99699974,5.300000191,Evening,Sunday,February
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.58999634,3,11.9385004,250.7084961,1/8/2019,30:00.0,Cash,238.7700043,4.761904716,11.9385004,6.599999905,Afternoon,Tuesday,January
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.09999847,6,29.72999954,624.3300171,1/19/2019,11:00.0,Cash,594.5999756,4.761904716,29.72999954,4.199999809,Afternoon,Saturday,January
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54000092,9,9.69299984,203.5529938,1/7/2019,44:00.0,Credit card,193.8600006,4.761904716,9.69299984,8.800000191,Morning,Monday,January
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.70999908,4,10.34200001,217.1820068,3/9/2019,53:00.0,Credit card,206.8399963,4.761904716,10.34200001,9.800000191,Afternoon,Saturday,March
129-29-8530,A,Yangon,Member,Male,Sports and travel,62.61999893,5,15.65499973,328.7550049,3/10/2019,15:00.0,Ewallet,313.1000061,4.761904716,15.65499973,7,Evening,Sunday,March
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55000019,305.5499878,1/11/2019,57:00.0,Ewallet,291,4.761904716,14.55000019,9.399999619,Afternoon,Friday,January
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26000214,7,22.49099922,472.3110046,2/9/2019,00:00.0,Cash,449.8200073,4.761904716,22.49099922,5.699999809,Morning,Saturday,February
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.51999664,8,29.00799942,609.1680298,3/30/2019,26:00.0,Credit card,580.1599731,4.761904716,29.00799942,4,Evening,Saturday,March
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.08999634,3,13.8135004,290.0834961,2/17/2019,27:00.0,Cash,276.269989,4.761904716,13.8135004,4.199999809,Evening,Sunday,February
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.96999931,5,5.242499828,110.0924988,1/4/2019,21:00.0,Cash,104.8499985,4.761904716,5.242499828,7.800000191,Afternoon,Friday,January
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.95999908,4,18.79199982,394.6319885,3/9/2019,00:00.0,Cash,375.8399963,4.761904716,18.79199982,9.5,Evening,Saturday,March
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.86999893,2,6.287000179,132.0269928,1/1/2019,43:00.0,Cash,125.7399979,4.761904716,6.287000179,5,Morning,Tuesday,January
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18000031,4,12.03600025,252.7559967,2/16/2019,04:00.0,Credit card,240.7200012,4.761904716,12.03600025,9.399999619,Evening,Saturday,February
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.41999817,8,16.96800041,356.3280029,1/30/2019,58:00.0,Ewallet,339.3599854,4.761904716,16.96800041,5.699999809,Afternoon,Wednesday,January
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.31999969,7,6.762000084,142.0019989,3/25/2019,51:00.0,Cash,135.2400055,4.761904716,6.762000084,6.900000095,Evening,Monday,March
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.87999725,2,7.888000011,165.647995,1/26/2019,04:00.0,Cash,157.7599945,4.761904716,7.888000011,9.100000381,Evening,Saturday,January
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93000031,9,35.06850052,736.4384766,2/27/2019,10:00.0,Ewallet,701.3699951,4.761904716,35.06850052,7.599999905,Evening,Wednesday,February
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.95999908,8,27.98399925,587.6640015,2/15/2019,01:00.0,Credit card,559.6799927,4.761904716,27.98399925,6.400000095,Evening,Friday,February
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.75999832,10,29.37999916,616.9799805,1/29/2019,26:00.0,Ewallet,587.5999756,4.761904716,29.37999916,9,Afternoon,Tuesday,January
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.18999958,8,4.875999928,102.3960037,3/13/2019,47:00.0,Ewallet,97.51999664,4.761904716,4.875999928,6.800000191,Afternoon,Wednesday,March
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.20999908,9,40.14450073,843.0344849,1/15/2019,42:00.0,Credit card,802.8900146,4.761904716,40.14450073,6.5,Afternoon,Tuesday,January
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.29999924,10,20.14999962,423.1499939,1/24/2019,37:00.0,Credit card,403,4.761904716,20.14999962,7,Evening,Thursday,January
139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48000336,9,43.86600113,921.1859741,3/14/2019,19:00.0,Ewallet,877.3200073,4.761904716,43.86600113,7.400000095,Afternoon,Thursday,March
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51000023,7,7.878499985,165.4485016,2/13/2019,50:00.0,Credit card,157.5700073,4.761904716,7.878499985,4.800000191,Morning,Wednesday,February
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36000061,5,23.09000015,484.8900146,3/20/2019,17:00.0,Ewallet,461.7999878,4.761904716,23.09000015,4.900000095,Evening,Wednesday,March
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.19999695,2,9.319999695,195.7200012,2/28/2019,37:00.0,Credit card,186.3999939,4.761904716,9.319999695,6,Evening,Thursday,February
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.73999786,4,14.14799976,297.1080017,1/5/2019,05:00.0,Credit card,282.9599915,4.761904716,14.14799976,4.400000095,Evening,Saturday,January
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36000061,5,22.09000015,463.8900146,1/25/2019,48:00.0,Cash,441.7999878,4.761904716,22.09000015,9.600000381,Evening,Friday,January
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04000092,9,15.76799965,331.1279907,2/9/2019,17:00.0,Ewallet,315.3599854,4.761904716,15.76799965,4.599999905,Evening,Saturday,February
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.95999908,7,34.98600006,734.7059937,1/23/2019,33:00.0,Cash,699.7199707,4.761904716,34.98600006,6.099999905,Morning,Wednesday,January
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.11999989,10,6.059999943,127.2600021,3/5/2019,44:00.0,Credit card,121.1999969,4.761904716,6.059999943,8.399999619,Afternoon,Tuesday,March
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.39999962,239.3999939,2/6/2019,24:00.0,Cash,228,4.761904716,11.39999962,6.599999905,Afternoon,Wednesday,February
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.31999969,9,16.79400063,352.6740112,3/6/2019,31:00.0,Ewallet,335.8800049,4.761904716,16.79400063,5.099999905,Afternoon,Wednesday,March
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19000244,10,32.09500122,673.9949951,1/19/2019,08:00.0,Credit card,641.9000244,4.761904716,32.09500122,6.699999809,Afternoon,Saturday,January
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.06999969,9,35.13150024,737.7614746,1/28/2019,43:00.0,Cash,702.6300049,4.761904716,35.13150024,4.5,Afternoon,Monday,January
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65000153,3,6.697500229,140.6475067,2/14/2019,04:00.0,Cash,133.9499969,4.761904716,6.697500229,6.199999809,Afternoon,Thursday,February
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.449999809,135.4499969,2/13/2019,38:00.0,Ewallet,129,4.761904716,6.449999809,6.5,Afternoon,Wednesday,February
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13000107,4,11.22599983,235.7460022,1/19/2019,43:00.0,Ewallet,224.5200043,4.761904716,11.22599983,8.600000381,Morning,Saturday,January
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.76999664,1,3.388499975,71.15850067,2/4/2019,43:00.0,Credit card,67.76999664,4.761904716,3.388499975,6.5,Evening,Monday,February
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.27999973,9,5.076000214,106.5960007,3/17/2019,55:00.0,Credit card,101.5199966,4.761904716,5.076000214,4.300000191,Morning,Sunday,March
152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36000061,9,28.96199989,608.2020264,3/12/2019,09:00.0,Credit card,579.2399902,4.761904716,28.96199989,8.600000381,Afternoon,Tuesday,March
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.20000076,3,7.829999924,164.4299927,2/15/2019,30:00.0,Credit card,156.6000061,4.761904716,7.829999924,9.5,Afternoon,Friday,February
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.88999939,4,14.97799969,314.5379944,3/1/2019,32:00.0,Ewallet,299.5599976,4.761904716,14.97799969,4.199999809,Afternoon,Friday,March
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45000076,1,2.722500086,57.17250061,2/26/2019,24:00.0,Ewallet,54.45000076,4.761904716,2.722500086,7.900000095,Evening,Tuesday,February
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26000214,8,26.10400009,548.184021,3/15/2019,04:00.0,Ewallet,522.0800171,4.761904716,26.10400009,6.300000191,Afternoon,Friday,March
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55000305,8,35.41999817,743.8200073,3/19/2019,29:00.0,Ewallet,708.4000244,4.761904716,35.41999817,4.699999809,Afternoon,Tuesday,March
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45000076,1,1.272500038,26.72249985,3/10/2019,10:00.0,Credit card,25.45000076,4.761904716,1.272500038,5.099999905,Evening,Sunday,March
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.38999939,4,11.07800007,232.6380005,3/25/2019,19:00.0,Ewallet,221.5599976,4.761904716,11.07800007,8,Afternoon,Monday,March
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.93999863,10,25.96999931,545.3699951,3/9/2019,24:00.0,Ewallet,519.4000244,4.761904716,25.96999931,6.5,Evening,Saturday,March
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.94999695,5,23.98749924,503.7374878,1/23/2019,21:00.0,Ewallet,479.75,4.761904716,23.98749924,8.800000191,Afternoon,Wednesday,January
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59000015,5,11.14750004,234.0975037,2/10/2019,10:00.0,Cash,222.9499969,4.761904716,11.14750004,8.5,Afternoon,Sunday,February
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98000336,1,3.448999882,72.42900085,1/21/2019,13:00.0,Cash,68.98000336,4.761904716,3.448999882,4.800000191,Evening,Monday,January
163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.70999908,1,2.435499907,51.14550018,3/26/2019,20:00.0,Cash,48.70999908,4.761904716,2.435499907,4.099999905,Evening,Tuesday,March
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.05999756,6,26.71800041,561.0780029,1/18/2019,26:00.0,Cash,534.3599854,4.761904716,26.71800041,9.899999619,Evening,Friday,January
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.68999958,3,2.353499889,49.42350006,3/14/2019,13:00.0,Credit card,47.06999969,4.761904716,2.353499889,5.800000191,Afternoon,Thursday,March
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27000046,2,3.826999903,80.36699677,3/2/2019,18:00.0,Credit card,76.54000092,4.761904716,3.826999903,5.800000191,Evening,Saturday,March
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18000031,4,4.035999775,84.7559967,2/13/2019,14:00.0,Credit card,80.72000122,4.761904716,4.035999775,5,Afternoon,Wednesday,February
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.87999725,2,7.288000107,153.0480042,3/13/2019,51:00.0,Cash,145.7599945,4.761904716,7.288000107,6.099999905,Afternoon,Wednesday,March
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95000076,10,18.97500038,398.4750061,1/26/2019,51:00.0,Cash,379.5,4.761904716,18.97500038,9.699999809,Afternoon,Saturday,January
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37000275,2,9.937000275,208.677002,2/14/2019,29:00.0,Cash,198.7400055,4.761904716,9.937000275,5.199999809,Evening,Thursday,February
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.73999786,10,34.86999893,732.2700195,3/5/2019,49:00.0,Credit card,697.4000244,4.761904716,34.86999893,8.899999619,Evening,Tuesday,March
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.57999992,9,9.711000443,203.9309998,3/14/2019,32:00.0,Cash,194.2200012,4.761904716,9.711000443,7.300000191,Afternoon,Thursday,March
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17000008,8,8.868000031,186.2279968,3/3/2019,01:00.0,Credit card,177.3600006,4.761904716,8.868000031,9.600000381,Evening,Sunday,March
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.31999969,3,4.84800005,101.8079987,3/27/2019,11:00.0,Credit card,96.95999908,4.761904716,4.84800005,4.300000191,Evening,Wednesday,March
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81000137,3,5.071499825,106.501503,1/26/2019,11:00.0,Ewallet,101.4300003,4.761904716,5.071499825,7.300000191,Afternoon,Saturday,January
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37000084,6,4.910999775,103.1309967,2/8/2019,58:00.0,Cash,98.22000122,4.761904716,4.910999775,7,Morning,Friday,February
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33000183,2,6.933000088,145.5930023,2/5/2019,05:00.0,Ewallet,138.6600037,4.761904716,6.933000088,9.699999809,Evening,Tuesday,February
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04000092,4,5.407999992,113.5680008,1/1/2019,26:00.0,Ewallet,108.1600037,4.761904716,5.407999992,6.900000095,Evening,Tuesday,January
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.64999962,4,4.730000019,99.33000183,1/30/2019,32:00.0,Credit card,94.59999847,4.761904716,4.730000019,4,Afternoon,Wednesday,January
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91000366,3,11.98649979,251.716507,3/20/2019,28:00.0,Credit card,239.7299957,4.761904716,11.98649979,5,Evening,Wednesday,March
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.62999725,9,34.93349838,733.6035156,2/19/2019,14:00.0,Ewallet,698.6699829,4.761904716,34.93349838,7.199999809,Afternoon,Tuesday,February
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.41999817,4,19.88400078,417.5639954,2/6/2019,42:00.0,Ewallet,397.6799927,4.761904716,19.88400078,7.5,Morning,Wednesday,February
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51000214,1,4.075500011,85.58550262,1/22/2019,57:00.0,Ewallet,81.51000214,4.761904716,4.075500011,9.199999809,Morning,Tuesday,January
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68000031,2,4.768000126,100.1279984,2/24/2019,10:00.0,Credit card,95.36000061,4.761904716,4.768000126,4.099999905,Morning,Sunday,February
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54000092,2,7.953999996,167.0339966,3/27/2019,30:00.0,Ewallet,159.0800018,4.761904716,7.953999996,6.199999809,Evening,Wednesday,March
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.76999664,7,25.11949921,527.5095215,3/29/2019,06:00.0,Cash,502.3900146,4.761904716,25.11949921,8.899999619,Afternoon,Friday,March
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77000046,4,4.153999805,87.23400116,1/31/2019,47:00.0,Cash,83.08000183,4.761904716,4.153999805,4.699999809,Afternoon,Thursday,January
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47000122,10,33.23500061,697.9349976,1/15/2019,01:00.0,Credit card,664.7000122,4.761904716,33.23500061,5,Afternoon,Tuesday,January
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,31.72999954,9,14.2784996,299.8485107,1/8/2019,17:00.0,Credit card,285.5700073,4.761904716,14.2784996,5.900000095,Evening,Tuesday,January
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.66999817,2,8.767000198,184.1069946,3/10/2019,17:00.0,Credit card,175.3399963,4.761904716,8.767000198,7.699999809,Afternoon,Sunday,March
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37000275,7,33.72949982,708.319519,1/9/2019,40:00.0,Cash,674.5900269,4.761904716,33.72949982,6,Morning,Wednesday,January
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55000305,7,34.84249878,731.6925049,3/14/2019,07:00.0,Cash,696.8499756,4.761904716,34.84249878,7.599999905,Afternoon,Thursday,March
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18000031,10,31.09000015,652.8900146,1/31/2019,33:00.0,Ewallet,621.7999878,4.761904716,31.09000015,6,Morning,Thursday,January
189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55000305,9,35.34749985,742.2974854,3/1/2019,22:00.0,Cash,706.9500122,4.761904716,35.34749985,7.199999809,Afternoon,Friday,March
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.96999931,4,3.594000101,75.47399902,2/23/2019,43:00.0,Ewallet,71.87999725,4.761904716,3.594000101,6.400000095,Evening,Saturday,February
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.15999985,5,11.78999996,247.5899963,2/3/2019,35:00.0,Credit card,235.8000031,4.761904716,11.78999996,6,Afternoon,Sunday,February
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.61999893,7,13.86699963,291.2070007,1/25/2019,18:00.0,Cash,277.3399963,4.761904716,13.86699963,7.5,Afternoon,Friday,January
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77000046,10,9.885000229,207.5850067,2/27/2019,57:00.0,Credit card,197.6999969,4.761904716,9.885000229,5,Evening,Wednesday,February
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.77999973,1,0.638999999,13.41899967,1/8/2019,11:00.0,Ewallet,12.77999973,4.761904716,0.638999999,9.5,Afternoon,Tuesday,January
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01000214,3,12.15149975,255.1815033,1/13/2019,55:00.0,Credit card,243.0299988,4.761904716,12.15149975,9.300000191,Afternoon,Sunday,January
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.37999725,7,25.68300056,539.3430176,2/10/2019,56:00.0,Cash,513.6599731,4.761904716,25.68300056,9.5,Afternoon,Sunday,February
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.55999756,8,36.62400055,769.1040039,1/12/2019,22:00.0,Ewallet,732.4799805,4.761904716,36.62400055,6,Evening,Saturday,January
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04000092,2,7.203999996,151.2839966,2/4/2019,38:00.0,Cash,144.0800018,4.761904716,7.203999996,9.5,Evening,Monday,February
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61000061,9,18.27449989,383.7644958,1/2/2019,40:00.0,Cash,365.4899902,4.761904716,18.27449989,7,Afternoon,Wednesday,January
199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81000042,10,7.90500021,166.0050049,3/6/2019,27:00.0,Credit card,158.1000061,4.761904716,7.90500021,8.600000381,Afternoon,Wednesday,March
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65000153,2,6.565000057,137.8650055,1/17/2019,46:00.0,Cash,131.3000031,4.761904716,6.565000057,6,Evening,Thursday,January
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91000366,6,19.77300072,415.2330017,2/9/2019,45:00.0,Cash,395.4599915,4.761904716,19.77300072,5.699999809,Morning,Saturday,February
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.98999786,7,23.79649925,499.7265015,2/17/2019,50:00.0,Ewallet,475.9299927,4.761904716,23.79649925,5.699999809,Evening,Sunday,February
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26000023,7,9.190999985,193.0110016,2/2/2019,40:00.0,Cash,183.8200073,4.761904716,9.190999985,9.899999619,Evening,Saturday,February
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51000214,2,6.951000214,145.970993,3/1/2019,15:00.0,Ewallet,139.0200043,4.761904716,6.951000214,8.100000381,Afternoon,Friday,March
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.90999985,5,10.72749996,225.2774963,1/5/2019,29:00.0,Ewallet,214.5500031,4.761904716,10.72749996,6.099999905,Evening,Saturday,January
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.31999969,4,4.464000225,93.7440033,3/14/2019,16:00.0,Ewallet,89.27999878,4.761904716,4.464000225,4.099999905,Morning,Thursday,March
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24000168,9,26.20800018,550.367981,2/5/2019,34:00.0,Cash,524.1599731,4.761904716,26.20800018,9.699999809,Afternoon,Tuesday,February
210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.20999908,3,14.73149967,309.3615112,2/5/2019,41:00.0,Credit card,294.6300049,4.761904716,14.73149967,7.800000191,Morning,Tuesday,February
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26000214,4,19.45199966,408.4920044,3/16/2019,33:00.0,Ewallet,389.0400085,4.761904716,19.45199966,6.800000191,Afternoon,Saturday,March
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.91999817,5,12.97999954,272.5799866,3/3/2019,42:00.0,Cash,259.6000061,4.761904716,12.97999954,7.5,Afternoon,Sunday,March
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.40999985,5,4.352499962,91.40249634,1/28/2019,16:00.0,Credit card,87.05000305,4.761904716,4.352499962,4.900000095,Afternoon,Monday,January
212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.25999832,6,17.47800064,367.0379944,3/28/2019,44:00.0,Cash,349.5599976,4.761904716,17.47800064,9.899999619,Evening,Thursday,March
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.05999756,6,19.81800079,416.178009,1/23/2019,28:00.0,Cash,396.3599854,4.761904716,19.81800079,7.300000191,Morning,Wednesday,January
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.324999809,90.82499695,3/20/2019,56:00.0,Cash,86.5,4.761904716,4.324999809,6.199999809,Afternoon,Wednesday,March
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.47999954,6,4.943999767,103.8239975,2/7/2019,23:00.0,Ewallet,98.87999725,4.761904716,4.943999767,9.899999619,Evening,Thursday,February
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49000168,5,8.62250042,181.0724945,3/11/2019,44:00.0,Credit card,172.4499969,4.761904716,8.62250042,9,Evening,Monday,March
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65000153,4,12.52999973,263.1300049,1/5/2019,25:00.0,Cash,250.6000061,4.761904716,12.52999973,4.199999809,Morning,Saturday,January
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.41999817,3,10.86299992,228.1230011,3/29/2019,54:00.0,Ewallet,217.2599945,4.761904716,10.86299992,8.199999809,Evening,Friday,March
219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.95999908,9,44.98199844,944.6220093,3/9/2019,26:00.0,Credit card,899.6400146,4.761904716,44.98199844,4.199999809,Evening,Saturday,March
